sim_time,supervisor_event,controller_event,Plant.Temperature,Plant.Temperature_heater,Controller.heater_ctrl,Supervisor.temperature_desired,Supervisor.heating_time
3981.5,False,True,36.08559799194336,39.874122619628906,False,36.37289810180664,20.073711395263672
3982.0,False,True,36.081172943115234,39.864501953125,False,36.37289810180664,20.073711395263672
3982.5,False,True,36.07673645019531,39.854896545410156,False,36.37289810180664,20.073711395263672
3983.0,False,True,36.072288513183594,39.845306396484375,False,36.37289810180664,20.073711395263672
3983.5,False,True,36.06782913208008,39.83572769165039,False,36.37289810180664,20.073711395263672
3984.0,False,True,36.063358306884766,39.8261604309082,False,36.37289810180664,20.073711395263672
3984.5,False,True,36.05887985229492,39.81660842895508,False,36.37289810180664,20.073711395263672
3985.0,False,True,36.054386138916016,39.80706787109375,False,36.37289810180664,20.073711395263672
3985.5,False,True,36.04988098144531,39.797542572021484,False,36.37289810180664,20.073711395263672
3986.0,False,True,36.04536819458008,39.78802490234375,False,36.37289810180664,20.073711395263672
3986.5,False,True,36.04084396362305,39.778526306152344,False,36.37289810180664,20.073711395263672
3987.0,False,True,36.03630828857422,39.76903533935547,False,36.37289810180664,20.073711395263672
3987.5,False,True,36.031761169433594,39.759559631347656,False,36.37289810180664,20.073711395263672
3988.0,False,True,36.02720642089844,39.75009536743164,False,36.37289810180664,20.073711395263672
3988.5,False,True,36.02263641357422,39.74064254760742,False,36.37289810180664,20.073711395263672
3989.0,False,True,36.01805877685547,39.731204986572266,False,36.37289810180664,20.073711395263672
3989.5,False,True,36.01347351074219,39.721778869628906,False,36.37289810180664,20.073711395263672
3990.0,False,True,36.008872985839844,39.712364196777344,False,36.37289810180664,20.073711395263672
3990.5,False,True,36.00426483154297,39.70296096801758,False,36.37289810180664,20.073711395263672
3991.0,False,True,35.99964904785156,39.69356918334961,False,36.37289810180664,20.073711395263672
3991.5,False,True,35.995018005371094,39.6841926574707,False,36.37289810180664,20.073711395263672
3992.0,False,True,35.99038314819336,39.674827575683594,False,36.37289810180664,20.073711395263672
3992.5,False,True,35.98573303222656,39.66547393798828,False,36.37289810180664,20.073711395263672
3993.0,False,True,35.981075286865234,39.656131744384766,False,36.37289810180664,20.073711395263672
3993.5,False,True,35.976409912109375,39.64680099487305,False,36.37289810180664,20.073711395263672
3994.0,False,True,35.97173309326172,39.637481689453125,False,36.37289810180664,20.073711395263672
3994.5,False,True,35.96704864501953,39.628173828125,False,36.37289810180664,20.073711395263672
3995.0,False,True,35.96235275268555,39.61888122558594,False,36.37289810180664,20.073711395263672
3995.5,False,True,35.95764923095703,39.609596252441406,False,36.37289810180664,20.073711395263672
3996.0,False,True,35.95293426513672,39.60032653808594,False,36.37289810180664,20.073711395263672
3996.5,False,True,35.948211669921875,39.591068267822266,False,36.37289810180664,20.073711395263672
3997.0,False,True,35.943477630615234,39.581817626953125,False,36.37289810180664,20.073711395263672
3997.5,False,True,35.93873596191406,39.57258224487305,False,36.37289810180664,20.073711395263672
3998.0,False,True,35.93398666381836,39.5633544921875,False,36.37289810180664,20.073711395263672
3998.5,False,True,35.929229736328125,39.554141998291016,False,36.37289810180664,20.073711395263672
3999.0,False,True,35.924461364746094,39.54493713378906,False,36.37289810180664,20.073711395263672
3999.5,False,True,35.91968536376953,39.53574752807617,False,36.37289810180664,20.073711395263672
4000.0,False,True,35.91489791870117,39.52656555175781,False,36.37289810180664,20.073711395263672
4000.5,False,True,35.91010665893555,39.517398834228516,False,36.37289810180664,20.073711395263672
4001.0,False,True,35.905303955078125,39.50823974609375,False,36.37289810180664,20.073711395263672
4001.5,False,True,35.90049362182617,39.49909210205078,False,36.37289810180664,20.073711395263672
4002.0,False,True,35.89567184448242,39.48995590209961,False,36.37289810180664,20.073711395263672
4002.5,False,True,35.890846252441406,39.480831146240234,False,36.37289810180664,20.073711395263672
4003.0,False,True,35.886009216308594,39.471717834472656,False,36.37289810180664,20.073711395263672
4003.5,False,True,35.881168365478516,39.46261215209961,False,36.37289810180664,20.073711395263672
4004.0,False,True,35.87631607055664,39.453521728515625,False,36.37289810180664,20.073711395263672
4004.5,False,True,35.871456146240234,39.44443893432617,False,36.37289810180664,20.073711395263672
4005.0,False,True,35.8665885925293,39.435367584228516,False,36.37289810180664,20.073711395263672
4005.5,False,True,35.86171340942383,39.426307678222656,False,36.37289810180664,20.073711395263672
4006.0,False,True,35.85683059692383,39.417259216308594,False,36.37289810180664,20.073711395263672
4006.5,False,True,35.85193634033203,39.40821838378906,False,36.37289810180664,20.073711395263672
4007.0,False,True,35.84703826904297,39.39918899536133,False,36.37289810180664,20.073711395263672
4007.5,False,True,35.842132568359375,39.39017105102539,False,36.37289810180664,20.073711395263672
4008.0,False,True,35.83721923828125,39.38116455078125,False,36.37289810180664,20.073711395263672
4008.5,False,True,35.832298278808594,39.372169494628906,False,36.37289810180664,20.073711395263672
4009.0,False,True,35.82736587524414,39.363182067871094,False,36.37289810180664,20.073711395263672
4009.5,False,True,35.82242965698242,39.35420608520508,False,36.37289810180664,20.073711395263672
4010.0,False,True,35.81748962402344,39.345237731933594,False,36.37289810180664,20.073711395263672
4010.5,False,True,35.812538146972656,39.336280822753906,False,36.37289810180664,20.073711395263672
4011.0,False,True,35.807579040527344,39.327335357666016,False,36.37289810180664,20.073711395263672
4011.5,False,True,35.8026123046875,39.31840133666992,False,36.37289810180664,20.073711395263672
4012.0,False,True,35.79764175415039,39.30947494506836,False,36.37289810180664,20.073711395263672
4012.5,False,True,35.79266357421875,39.300559997558594,False,36.37289810180664,20.073711395263672
4013.0,False,True,35.78767776489258,39.29165267944336,False,36.37289810180664,20.073711395263672
4013.5,False,True,35.782684326171875,39.28275680541992,False,36.37289810180664,20.073711395263672
4014.0,False,True,35.77768325805664,39.27387237548828,False,36.37289810180664,20.073711395263672
4014.5,False,True,35.77267837524414,39.26499557495117,False,36.37289810180664,20.073711395263672
4015.0,False,True,35.767662048339844,39.25613021850586,False,36.37289810180664,20.073711395263672
4015.5,False,True,35.76264190673828,39.24727249145508,False,36.37289810180664,20.073711395263672
4016.0,False,True,35.75761795043945,39.238426208496094,False,36.37289810180664,20.073711395263672
4016.5,False,True,35.75258255004883,39.22958755493164,False,36.37289810180664,20.073711395263672
4017.0,False,True,35.74754333496094,39.220760345458984,False,36.37289810180664,20.073711395263672
4017.5,False,True,35.74250030517578,39.211944580078125,False,36.37289810180664,20.073711395263672
4018.0,False,True,35.73744583129883,39.2031364440918,False,36.37289810180664,20.073711395263672
